id,name,unit,price,category_name,supplier_name,supplier_phone,order_date,customer_name,customer_phone,shipper_name,shipper_phone,employee_name
390,Konbu,"2 kg box",6,Seafood,Mayumis,"(06) 431-7877",1996-12-25,"Hungry Coyote Import Store","Yoshi Latimer","Federal Shipping","(503) 555-9931","Nancy Davolio"
391,"Tarte au sucre","48 pies",49.3,Confections,"Forets derables","(514) 555-2955",1996-12-25,"Hungry Coyote Import Store","Yoshi Latimer","Federal Shipping","(503) 555-9931","Nancy Davolio"
392,Spegesild,"4 - 450 g glasses",12,Seafood,Lyngbysild,43844108,1996-12-26,HILARIoN-Abastos,"Carlos Hernandez","Speedy Express","(503) 555-9831","Michael Suyama"
393,"Perth Pasties","48 pieces",32.8,Meat/Poultry,"Gday, Mate","(02) 555-5914",1996-12-26,HILARIoN-Abastos,"Carlos Hernandez","Speedy Express","(503) 555-9831","Michael Suyama"
394,Gudbrandsdalsost,"10 kg pkg.",36,"Dairy Products","Norske Meierier",(0)2-953010,1996-12-26,HILARIoN-Abastos,"Carlos Hernandez","Speedy Express","(503) 555-9831","Michael Suyama"
395,Tunnbrod,"12 - 250 g pkgs.",9,Grains/Cereals,"PB Knackebrod AB","031-987 65 43",1996-12-27,Frankenversand,"Peter Franken","Federal Shipping","(503) 555-9931","Nancy Davolio"
396,Flotemysost,"10 - 500 g pkgs.",21.5,"Dairy Products","Norske Meierier",(0)2-953010,1996-12-27,Frankenversand,"Peter Franken","Federal Shipping","(503) 555-9931","Nancy Davolio"
397,"Mozzarella di Giovanni","24 - 200 g pkgs.",34.8,"Dairy Products","Formaggi Fortini s.r.l.","(0544) 60323",1996-12-27,Frankenversand,"Peter Franken","Federal Shipping","(503) 555-9931","Nancy Davolio"
398,"Sir Rodneys Scones","24 pkgs. x 4 pieces",10,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1996-12-27,"Princesa Isabel Vinhoss","Isabel de Castro","Speedy Express","(503) 555-9831","Steven Buchanan"
399,"Manjimup Dried Apples","50 - 300 g pkgs.",53,Produce,"Gday, Mate","(02) 555-5914",1996-12-27,"Princesa Isabel Vinhoss","Isabel de Castro","Speedy Express","(503) 555-9831","Steven Buchanan"
400,"Steeleye Stout","24 - 12 oz bottles",18,Beverages,"Bigfoot Breweries","(503) 555-9931",1996-12-30,"Save-a-lot Markets","Jose Pavarotti","Federal Shipping","(503) 555-9931","Andrew Fuller"
401,"Pate chinois","24 boxes x 2 pies",24,Meat/Poultry,"Ma Maison","(514) 555-9022",1996-12-30,"Save-a-lot Markets","Jose Pavarotti","Federal Shipping","(503) 555-9931","Andrew Fuller"
402,"Scottish Longbreads","10 boxes x 8 pieces",12.5,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1996-12-31,Vaffeljernet,"Palle Ibsen","Federal Shipping","(503) 555-9931","Laura Callahan"
403,Flotemysost,"10 - 500 g pkgs.",21.5,"Dairy Products","Norske Meierier",(0)2-953010,1996-12-31,Vaffeljernet,"Palle Ibsen","Federal Shipping","(503) 555-9931","Laura Callahan"
404,Lakkalikoori,"500 ml",18,Beverages,"Karkki Oy","(953) 10956",1996-12-31,Vaffeljernet,"Palle Ibsen","Federal Shipping","(503) 555-9931","Laura Callahan"
405,"Original Frankfurter grune Sosse","12 boxes",13,Condiments,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1996-12-31,Vaffeljernet,"Palle Ibsen","Federal Shipping","(503) 555-9931","Laura Callahan"
406,"Thuringer Rostbratwurst","50 bags x 30 sausgs.",123.79,Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1997-01-01,"Eastern Connection","Ann Devon","Federal Shipping","(503) 555-9931","Nancy Davolio"
407,"Steeleye Stout","24 - 12 oz bottles",18,Beverages,"Bigfoot Breweries","(503) 555-9931",1997-01-01,"Eastern Connection","Ann Devon","Federal Shipping","(503) 555-9931","Nancy Davolio"
408,Maxilaku,"24 - 50 g pkgs.",20,Confections,"Karkki Oy","(953) 10956",1997-01-01,"Eastern Connection","Ann Devon","Federal Shipping","(503) 555-9931","Nancy Davolio"
409,"Nord-Ost Matjeshering","10 - 200 g glasses",25.89,Seafood,"Nord-Ost-Fisch Handelsgesellschaft mbH","(04721) 8713",1997-01-01,"Rattlesnake Canyon Grocery","Paula Wilson","Speedy Express","(503) 555-9831","Nancy Davolio"
410,"Gnocchi di nonna Alice","24 - 250 g pkgs.",38,Grains/Cereals,"Pasta Buttini s.r.l.","(089) 6547665",1997-01-01,"Rattlesnake Canyon Grocery","Paula Wilson","Speedy Express","(503) 555-9831","Nancy Davolio"
411,"Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles",21.05,Condiments,"New Orleans Cajun Delights","(100) 555-4822",1997-01-01,"Rattlesnake Canyon Grocery","Paula Wilson","Speedy Express","(503) 555-9831","Nancy Davolio"
412,Flotemysost,"10 - 500 g pkgs.",21.5,"Dairy Products","Norske Meierier",(0)2-953010,1997-01-01,"Rattlesnake Canyon Grocery","Paula Wilson","Speedy Express","(503) 555-9831","Nancy Davolio"
413,Tunnbrod,"12 - 250 g pkgs.",9,Grains/Cereals,"PB Knackebrod AB","031-987 65 43",1997-01-02,"Ernst Handel","Roland Mendel","United Package","(503) 555-3199","Laura Callahan"
414,Vegie-spread,"15 - 625 g jars",43.9,Condiments,"Pavlova, Ltd.","(03) 444-2343",1997-01-02,"Ernst Handel","Roland Mendel","United Package","(503) 555-3199","Laura Callahan"
415,Pavlova,"32 - 500 g boxes",17.45,Confections,"Pavlova, Ltd.","(03) 444-2343",1997-01-03,"Ernst Handel","Roland Mendel","Federal Shipping","(503) 555-9931","Margaret Peacock"
416,Chocolade,"10 pkgs.",12.75,Confections,"Zaanse Snoepfabriek","(12345) 1212",1997-01-03,"Ernst Handel","Roland Mendel","Federal Shipping","(503) 555-9931","Margaret Peacock"
417,"Gumbar Gummibarchen","100 - 250 g bags",31.23,Confections,"Heli Susswaren GmbH and Co. KG","(010) 9984510",1997-01-03,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Speedy Express","(503) 555-9831","Andrew Fuller"
418,"Singaporean Hokkien Fried Mee","32 - 1 kg pkgs.",14,Grains/Cereals,"Leka Trading",555-8787,1997-01-03,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Speedy Express","(503) 555-9831","Andrew Fuller"
419,Maxilaku,"24 - 50 g pkgs.",20,Confections,"Karkki Oy","(953) 10956",1997-01-03,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Speedy Express","(503) 555-9831","Andrew Fuller"
420,"Aniseed Syrup","12 - 550 ml bottles",10,Condiments,"Exotic Liquid","(171) 555-2222",1997-01-06,LINO-Delicateses,"Felipe Izquierdo","Speedy Express","(503) 555-9831","Nancy Davolio"
421,Chais,"10 boxes x 20 bags",18,Beverages,"Exotic Liquid","(171) 555-2222",1997-01-07,"Queen Cozinha","Lucia Carvalho","Speedy Express","(503) 555-9831","Robert King"
422,"Sir Rodneys Scones","24 pkgs. x 4 pieces",10,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1997-01-07,"Queen Cozinha","Lucia Carvalho","Speedy Express","(503) 555-9831","Robert King"
423,"Rossle Sauerkraut","25 - 825 g cans",45.6,Produce,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1997-01-07,"Queen Cozinha","Lucia Carvalho","Speedy Express","(503) 555-9831","Robert King"
424,"Inlagd Sill","24 - 250 g jars",19,Seafood,"Svensk Sjofoda AB","08-123 45 67",1997-01-07,"Queen Cozinha","Lucia Carvalho","Speedy Express","(503) 555-9831","Robert King"
425,"Boston Crab Meat","24 - 4 oz tins",18.4,Seafood,"New England Seafood Cannery","(617) 555-3267",1997-01-07,"Queen Cozinha","Lucia Carvalho","Speedy Express","(503) 555-9831","Robert King"
426,"Queso Cabrales","1 kg pkg.",21,"Dairy Products","Cooperativa de Quesos Las Cabras","(98) 598 76 54",1997-01-07,"Ottilies Kaseladen","Henriette Pfalzheim","United Package","(503) 555-3199","Andrew Fuller"
427,Gudbrandsdalsost,"10 kg pkg.",36,"Dairy Products","Norske Meierier",(0)2-953010,1997-01-07,"Ottilies Kaseladen","Henriette Pfalzheim","United Package","(503) 555-3199","Andrew Fuller"
428,Flotemysost,"10 - 500 g pkgs.",21.5,"Dairy Products","Norske Meierier",(0)2-953010,1997-01-07,"Ottilies Kaseladen","Henriette Pfalzheim","United Package","(503) 555-3199","Andrew Fuller"
429,"Gravad lax","12 - 500 g pkgs.",26,Seafood,"Svensk Sjofoda AB","08-123 45 67",1997-01-08,"Folies gourmandes","Martine Rance","Speedy Express","(503) 555-9831","Laura Callahan"
430,Tourtiere,"16 pies",7.45,Meat/Poultry,"Ma Maison","(514) 555-9022",1997-01-08,"Folies gourmandes","Martine Rance","Speedy Express","(503) 555-9831","Laura Callahan"
431,"Tarte au sucre","48 pies",49.3,Confections,"Forets derables","(514) 555-2955",1997-01-08,"Folies gourmandes","Martine Rance","Speedy Express","(503) 555-9831","Laura Callahan"
432,Tofu,"40 - 100 g pkgs.",23.25,Produce,Mayumis,"(06) 431-7877",1997-01-09,"Oceano Atlantico Ltda.","Yvonne Moncada","Speedy Express","(503) 555-9831","Janet Leverling"
433,"Sir Rodneys Scones","24 pkgs. x 4 pieces",10,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1997-01-09,"Oceano Atlantico Ltda.","Yvonne Moncada","Speedy Express","(503) 555-9831","Janet Leverling"
434,Geitost,"500 g",2.5,"Dairy Products","Norske Meierier",(0)2-953010,1997-01-10,"Bottom-Dollar Marketse","Elizabeth Lincoln","Federal Shipping","(503) 555-9931","Janet Leverling"
435,"Raclette Courdavault","5 kg pkg.",55,"Dairy Products","Gai paturage",38.76.98.06,1997-01-10,"Bottom-Dollar Marketse","Elizabeth Lincoln","Federal Shipping","(503) 555-9931","Janet Leverling"
436,"Jacks New England Clam Chowder","12 - 12 oz cans",9.65,Seafood,"New England Seafood Cannery","(617) 555-3267",1997-01-10,"Bottom-Dollar Marketse","Elizabeth Lincoln","Federal Shipping","(503) 555-9931","Anne Dodsworth"
437,"Gula Malacca","20 - 2 kg bags",19.45,Condiments,"Leka Trading",555-8787,1997-01-10,"Bottom-Dollar Marketse","Elizabeth Lincoln","Federal Shipping","(503) 555-9931","Anne Dodsworth"
438,"Raclette Courdavault","5 kg pkg.",55,"Dairy Products","Gai paturage",38.76.98.06,1997-01-10,"Bottom-Dollar Marketse","Elizabeth Lincoln","Federal Shipping","(503) 555-9931","Anne Dodsworth"
439,Tofu,"40 - 100 g pkgs.",23.25,Produce,Mayumis,"(06) 431-7877",1997-01-13,"Wartian Herkku","Pirkko Koskitalo","United Package","(503) 555-3199","Laura Callahan"
440,Chais,"10 boxes x 20 bags",18,Beverages,"Exotic Liquid","(171) 555-2222",1997-01-14,"La maison dAsie","Annette Roulet","United Package","(503) 555-3199","Janet Leverling"
441,"Tarte au sucre","48 pies",49.3,Confections,"Forets derables","(514) 555-2955",1997-01-14,"La maison dAsie","Annette Roulet","United Package","(503) 555-3199","Janet Leverling"
442,Lakkalikoori,"500 ml",18,Beverages,"Karkki Oy","(953) 10956",1997-01-14,"La maison dAsie","Annette Roulet","United Package","(503) 555-3199","Janet Leverling"
443,"Teatime Chocolate Biscuits","10 boxes x 12 pieces",9.2,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1997-01-14,"Familia Arquibaldo","Aria Cruz","Federal Shipping","(503) 555-9931","Andrew Fuller"
444,Geitost,"500 g",2.5,"Dairy Products","Norske Meierier",(0)2-953010,1997-01-14,"Familia Arquibaldo","Aria Cruz","Federal Shipping","(503) 555-9931","Andrew Fuller"
445,"Alice Mutton","20 - 1 kg tins",39,Meat/Poultry,"Pavlova, Ltd.","(03) 444-2343",1997-01-15,"Hungry Coyote Import Store","Yoshi Latimer","Speedy Express","(503) 555-9831","Janet Leverling"
446,Geitost,"500 g",2.5,"Dairy Products","Norske Meierier",(0)2-953010,1997-01-15,"Hungry Coyote Import Store","Yoshi Latimer","Speedy Express","(503) 555-9831","Janet Leverling"
447,"Teatime Chocolate Biscuits","10 boxes x 12 pieces",9.2,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1997-01-16,"Wartian Herkku","Pirkko Koskitalo","Federal Shipping","(503) 555-9931","Laura Callahan"
448,"Perth Pasties","48 pieces",32.8,Meat/Poultry,"Gday, Mate","(02) 555-5914",1997-01-16,"Wartian Herkku","Pirkko Koskitalo","Federal Shipping","(503) 555-9931","Laura Callahan"
449,"Ravioli Angelo","24 - 250 g pkgs.",19.5,Grains/Cereals,"Pasta Buttini s.r.l.","(089) 6547665",1997-01-16,"Wartian Herkku","Pirkko Koskitalo","Federal Shipping","(503) 555-9931","Laura Callahan"
450,"Cote de Blaye","12 - 75 cl bottles",263.5,Beverages,"Aux joyeux ecclesiastiques","(1) 03.83.00.68",1997-01-16,"Simons bistro","Jytte Petersen","Federal Shipping","(503) 555-9931","Margaret Peacock"
451,Spegesild,"4 - 450 g glasses",12,Seafood,Lyngbysild,43844108,1997-01-16,"Simons bistro","Jytte Petersen","Federal Shipping","(503) 555-9931","Margaret Peacock"
452,"Scottish Longbreads","10 boxes x 8 pieces",12.5,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1997-01-16,"Simons bistro","Jytte Petersen","Federal Shipping","(503) 555-9931","Margaret Peacock"
453,"Original Frankfurter grune Sosse","12 boxes",13,Condiments,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1997-01-16,"Simons bistro","Jytte Petersen","Federal Shipping","(503) 555-9931","Margaret Peacock"
454,Chang,"24 - 12 oz bottles",19,Beverages,"Exotic Liquid","(171) 555-2222",1997-01-17,QUICK-Stop,"Horst Kloss","Speedy Express","(503) 555-9831","Margaret Peacock"
455,"Zaanse koeken","10 - 4 oz boxes",9.5,Confections,"Zaanse Snoepfabriek","(12345) 1212",1997-01-17,QUICK-Stop,"Horst Kloss","Speedy Express","(503) 555-9831","Margaret Peacock"
456,"Sirop derable","24 - 500 ml bottles",28.5,Condiments,"Forets derables","(514) 555-2955",1997-01-17,QUICK-Stop,"Horst Kloss","Speedy Express","(503) 555-9831","Margaret Peacock"
457,"Longlife Tofu","5 kg pkg.",10,Produce,"Tokyo Traders","(03) 3555-5011",1997-01-17,QUICK-Stop,"Horst Kloss","Speedy Express","(503) 555-9831","Margaret Peacock"
458,"Camembert Pierrot","15 - 300 g rounds",34,"Dairy Products","Gai paturage",38.76.98.06,1997-01-20,"Richter Supermarkt","Michael Holz","United Package","(503) 555-3199","Margaret Peacock"
459,Gudbrandsdalsost,"10 kg pkg.",36,"Dairy Products","Norske Meierier",(0)2-953010,1997-01-20,"Richter Supermarkt","Michael Holz","United Package","(503) 555-3199","Margaret Peacock"
460,"Mishi Kobe Niku","18 - 500 g pkgs.",97,Meat/Poultry,"Tokyo Traders","(03) 3555-5011",1997-01-21,"Wellington Importadora","Paula Parente","Speedy Express","(503) 555-9831","Janet Leverling"
461,Konbu,"2 kg box",6,Seafood,Mayumis,"(06) 431-7877",1997-01-21,"Wellington Importadora","Paula Parente","Speedy Express","(503) 555-9831","Janet Leverling"
462,"Outback Lager","24 - 355 ml bottles",15,Beverages,"Pavlova, Ltd.","(03) 444-2343",1997-01-21,"Wellington Importadora","Paula Parente","Speedy Express","(503) 555-9831","Janet Leverling"
463,"Rod Kaviar","24 - 150 g jars",15,Seafood,"Svensk Sjofoda AB","08-123 45 67",1997-01-21,"Wellington Importadora","Paula Parente","Speedy Express","(503) 555-9831","Janet Leverling"
464,"Teatime Chocolate Biscuits","10 boxes x 12 pieces",9.2,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1997-01-21,"Que Delicia","Bernardo Batista","Speedy Express","(503) 555-9831","Laura Callahan"
465,"Gumbar Gummibarchen","100 - 250 g bags",31.23,Confections,"Heli Susswaren GmbH and Co. KG","(010) 9984510",1997-01-21,"Que Delicia","Bernardo Batista","Speedy Express","(503) 555-9831","Laura Callahan"
466,"Perth Pasties","48 pieces",32.8,Meat/Poultry,"Gday, Mate","(02) 555-5914",1997-01-21,"Que Delicia","Bernardo Batista","Speedy Express","(503) 555-9831","Laura Callahan"
467,"Original Frankfurter grune Sosse","12 boxes",13,Condiments,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1997-01-21,"Que Delicia","Bernardo Batista","Speedy Express","(503) 555-9831","Laura Callahan"
468,"Gumbar Gummibarchen","100 - 250 g bags",31.23,Confections,"Heli Susswaren GmbH and Co. KG","(010) 9984510",1997-01-22,"Franchi S.p.A.","Paolo Accorti","Speedy Express","(503) 555-9831","Andrew Fuller"
469,"Gorgonzola Telino","12 - 100 g pkgs",12.5,"Dairy Products","Formaggi Fortini s.r.l.","(0544) 60323",1997-01-23,"Gourmet Lanchonetes","Andre Fonseca","Federal Shipping","(503) 555-9931","Michael Suyama"
470,"Raclette Courdavault","5 kg pkg.",55,"Dairy Products","Gai paturage",38.76.98.06,1997-01-23,"Gourmet Lanchonetes","Andre Fonseca","Federal Shipping","(503) 555-9931","Michael Suyama"
471,"Steeleye Stout","24 - 12 oz bottles",18,Beverages,"Bigfoot Breweries","(503) 555-9931",1997-01-23,"Mere Paillarde","Jean Fresniere","United Package","(503) 555-3199","Robert King"
472,"Cote de Blaye","12 - 75 cl bottles",263.5,Beverages,"Aux joyeux ecclesiastiques","(1) 03.83.00.68",1997-01-23,"Mere Paillarde","Jean Fresniere","United Package","(503) 555-3199","Robert King"
473,"Scottish Longbreads","10 boxes x 8 pieces",12.5,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1997-01-23,"Mere Paillarde","Jean Fresniere","United Package","(503) 555-3199","Robert King"
474,"Pate chinois","24 boxes x 2 pies",24,Meat/Poultry,"Ma Maison","(514) 555-9022",1997-01-24,"La maison dAsie","Annette Roulet","United Package","(503) 555-3199","Michael Suyama"
475,Lakkalikoori,"500 ml",18,Beverages,"Karkki Oy","(953) 10956",1997-01-24,"La maison dAsie","Annette Roulet","United Package","(503) 555-3199","Michael Suyama"
476,"Gnocchi di nonna Alice","24 - 250 g pkgs.",38,Grains/Cereals,"Pasta Buttini s.r.l.","(089) 6547665",1997-01-27,"Galeria del gastronomo","Eduardo Saavedra","Speedy Express","(503) 555-9831","Margaret Peacock"
477,"Wimmers gute Semmelknodel","20 bags x 4 pieces",33.25,Grains/Cereals,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1997-01-27,"Galeria del gastronomo","Eduardo Saavedra","Speedy Express","(503) 555-9831","Margaret Peacock"
478,Tofu,"40 - 100 g pkgs.",23.25,Produce,Mayumis,"(06) 431-7877",1997-01-27,"Piccolo und mehr","Georg Pipps","United Package","(503) 555-3199","Margaret Peacock"
479,Spegesild,"4 - 450 g glasses",12,Seafood,Lyngbysild,43844108,1997-01-28,"Reggiani Caseifici","Maurizio Moroni","Speedy Express","(503) 555-9831","Robert King"
480,"Valkoinen suklaa","12 - 100 g bars",16.25,Confections,"Karkki Oy","(953) 10956",1997-01-29,"Hungry Owl All-Night Grocers","Patricia McKenna","United Package","(503) 555-3199","Janet Leverling"
481,Vegie-spread,"15 - 625 g jars",43.9,Condiments,"Pavlova, Ltd.","(03) 444-2343",1997-01-29,"Hungry Owl All-Night Grocers","Patricia McKenna","United Package","(503) 555-3199","Janet Leverling"
482,"Alice Mutton","20 - 1 kg tins",39,Meat/Poultry,"Pavlova, Ltd.","(03) 444-2343",1997-01-30,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Margaret Peacock"
483,"Sir Rodneys Scones","24 pkgs. x 4 pieces",10,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1997-01-30,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Margaret Peacock"
484,"Gnocchi di nonna Alice","24 - 250 g pkgs.",38,Grains/Cereals,"Pasta Buttini s.r.l.","(089) 6547665",1997-01-30,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Margaret Peacock"
485,"Raclette Courdavault","5 kg pkg.",55,"Dairy Products","Gai paturage",38.76.98.06,1997-01-30,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Margaret Peacock"
486,"Alice Mutton","20 - 1 kg tins",39,Meat/Poultry,"Pavlova, Ltd.","(03) 444-2343",1997-01-30,"Bottom-Dollar Marketse","Elizabeth Lincoln","United Package","(503) 555-3199","Margaret Peacock"
487,"Boston Crab Meat","24 - 4 oz tins",18.4,Seafood,"New England Seafood Cannery","(617) 555-3267",1997-01-30,"Bottom-Dollar Marketse","Elizabeth Lincoln","United Package","(503) 555-3199","Margaret Peacock"
488,"Zaanse koeken","10 - 4 oz boxes",9.5,Confections,"Zaanse Snoepfabriek","(12345) 1212",1997-01-30,"Bottom-Dollar Marketse","Elizabeth Lincoln","United Package","(503) 555-3199","Margaret Peacock"
489,"Gumbar Gummibarchen","100 - 250 g bags",31.23,Confections,"Heli Susswaren GmbH and Co. KG","(010) 9984510",1997-01-31,"Split Rail Beer & Ale","Art Braunschweiger","United Package","(503) 555-3199","Janet Leverling"
490,Tourtiere,"16 pies",7.45,Meat/Poultry,"Ma Maison","(514) 555-9022",1997-01-31,"Split Rail Beer & Ale","Art Braunschweiger","United Package","(503) 555-3199","Janet Leverling"
491,"Gnocchi di nonna Alice","24 - 250 g pkgs.",38,Grains/Cereals,"Pasta Buttini s.r.l.","(089) 6547665",1997-02-03,"Princesa Isabel Vinhoss","Isabel de Castro","Federal Shipping","(503) 555-9931","Janet Leverling"
492,"Queso Cabrales","1 kg pkg.",21,"Dairy Products","Cooperativa de Quesos Las Cabras","(98) 598 76 54",1997-02-03,"Folk och fa HB","Maria Larsson","United Package","(503) 555-3199","Janet Leverling"
493,Lakkalikoori,"500 ml",18,Beverages,"Karkki Oy","(953) 10956",1997-02-03,"Folk och fa HB","Maria Larsson","United Package","(503) 555-3199","Janet Leverling"
494,Chang,"24 - 12 oz bottles",19,Beverages,"Exotic Liquid","(171) 555-2222",1997-02-04,"Consolidated Holdings","Elizabeth Brown","United Package","(503) 555-3199","Laura Callahan"
495,"Gustafs Knackebrod","24 - 500 g pkgs.",21,Grains/Cereals,"PB Knackebrod AB","031-987 65 43",1997-02-04,"Consolidated Holdings","Elizabeth Brown","United Package","(503) 555-3199","Laura Callahan"
496,"Mozzarella di Giovanni","24 - 200 g pkgs.",34.8,"Dairy Products","Formaggi Fortini s.r.l.","(0544) 60323",1997-02-04,"Consolidated Holdings","Elizabeth Brown","United Package","(503) 555-3199","Laura Callahan"
497,Spegesild,"4 - 450 g glasses",12,Seafood,Lyngbysild,43844108,1997-02-05,"Blondel pere et fils","Frederique Citeaux","United Package","(503) 555-3199","Janet Leverling"
498,"Gnocchi di nonna Alice","24 - 250 g pkgs.",38,Grains/Cereals,"Pasta Buttini s.r.l.","(089) 6547665",1997-02-05,"Blondel pere et fils","Frederique Citeaux","United Package","(503) 555-3199","Janet Leverling"
499,"Wimmers gute Semmelknodel","20 bags x 4 pieces",33.25,Grains/Cereals,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1997-02-05,"Blondel pere et fils","Frederique Citeaux","United Package","(503) 555-3199","Janet Leverling"
500,"Rhonbrau Klosterbier","24 - 0.5 l bottles",7.75,Beverages,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1997-02-05,"Blondel pere et fils","Frederique Citeaux","United Package","(503) 555-3199","Janet Leverling"
501,"Perth Pasties","48 pieces",32.8,Meat/Poultry,"Gday, Mate","(02) 555-5914",1997-02-05,"Wartian Herkku","Pirkko Koskitalo","Speedy Express","(503) 555-9831","Laura Callahan"
502,"Teatime Chocolate Biscuits","10 boxes x 12 pieces",9.2,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1997-02-06,"Toms Spezialitaten","Karin Josephs","United Package","(503) 555-3199","Janet Leverling"
503,"Sasquatch Ale","24 - 12 oz bottles",14,Beverages,"Bigfoot Breweries","(503) 555-9931",1997-02-06,"Toms Spezialitaten","Karin Josephs","United Package","(503) 555-3199","Janet Leverling"
504,"Ravioli Angelo","24 - 250 g pkgs.",19.5,Grains/Cereals,"Pasta Buttini s.r.l.","(089) 6547665",1997-02-06,"Toms Spezialitaten","Karin Josephs","United Package","(503) 555-3199","Janet Leverling"
505,"Queso Manchego La Pastora","10 - 500 g pkgs.",38,"Dairy Products","Cooperativa de Quesos Las Cabras","(98) 598 76 54",1997-02-07,"Mere Paillarde","Jean Fresniere","Federal Shipping","(503) 555-9931","Michael Suyama"
506,Pavlova,"32 - 500 g boxes",17.45,Confections,"Pavlova, Ltd.","(03) 444-2343",1997-02-07,"Mere Paillarde","Jean Fresniere","Federal Shipping","(503) 555-9931","Michael Suyama"
507,"Wimmers gute Semmelknodel","20 bags x 4 pieces",33.25,Grains/Cereals,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1997-02-07,"Mere Paillarde","Jean Fresniere","Federal Shipping","(503) 555-9931","Michael Suyama"
508,"Longlife Tofu","5 kg pkg.",10,Produce,"Tokyo Traders","(03) 3555-5011",1997-02-07,"Mere Paillarde","Jean Fresniere","Federal Shipping","(503) 555-9931","Michael Suyama"
509,Chang,"24 - 12 oz bottles",19,Beverages,"Exotic Liquid","(171) 555-2222",1997-02-10,"Save-a-lot Markets","Jose Pavarotti","United Package","(503) 555-3199","Margaret Peacock"
510,Pavlova,"32 - 500 g boxes",17.45,Confections,"Pavlova, Ltd.","(03) 444-2343",1997-02-10,"Save-a-lot Markets","Jose Pavarotti","United Package","(503) 555-3199","Margaret Peacock"
511,"Thuringer Rostbratwurst","50 bags x 30 sausgs.",123.79,Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1997-02-10,"Save-a-lot Markets","Jose Pavarotti","United Package","(503) 555-3199","Margaret Peacock"
512,"Sirop derable","24 - 500 ml bottles",28.5,Condiments,"Forets derables","(514) 555-2955",1997-02-10,"Save-a-lot Markets","Jose Pavarotti","United Package","(503) 555-3199","Margaret Peacock"
513,"Schoggi Schokolade","100 - 100 g pieces",43.9,Confections,"Heli Susswaren GmbH and Co. KG","(010) 9984510",1997-02-10,"Old World Delicatessen","Rene Phillips","United Package","(503) 555-3199","Janet Leverling"
514,"Queso Cabrales","1 kg pkg.",21,"Dairy Products","Cooperativa de Quesos Las Cabras","(98) 598 76 54",1997-02-11,"Ernst Handel","Roland Mendel","United Package","(503) 555-3199","Janet Leverling"
515,Tourtiere,"16 pies",7.45,Meat/Poultry,"Ma Maison","(514) 555-9022",1997-02-11,"Ernst Handel","Roland Mendel","United Package","(503) 555-3199","Janet Leverling"
516,"Louisiana Hot Spiced Okra","24 - 8 oz jars",17,Condiments,"New Orleans Cajun Delights","(100) 555-4822",1997-02-11,"Ernst Handel","Roland Mendel","United Package","(503) 555-3199","Janet Leverling"
517,"Queso Cabrales","1 kg pkg.",21,"Dairy Products","Cooperativa de Quesos Las Cabras","(98) 598 76 54",1997-02-12,"Reggiani Caseifici","Maurizio Moroni","Speedy Express","(503) 555-9831","Laura Callahan"
518,"Rossle Sauerkraut","25 - 825 g cans",45.6,Produce,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1997-02-12,"Reggiani Caseifici","Maurizio Moroni","Speedy Express","(503) 555-9831","Laura Callahan"
